URL,Thumbnail,Title,Name,Address Origin,Address,Number of Bedrooms,Number of Bathrooms,Area,Price
https://rever.vn/mua/can-ho-dual-key-diamond-island-dao-kim-cuong-day-du-noi-that-1,https://photo.rever.vn/v3/get/rv08kqA9u+uni9cyfFb4OAVDSAv_bhPe1531tpr3j2fix6gz4o8J71r8t6rvJ1m8FITpLdAdRMWmkbNEaGhjCC2Q==/750x500/image.jpg,Căn hộ Dual Key Diamond Island  - Đảo Kim Cương đầy đủ nội thất,Căn hộ Dual Key Diamond Island  - Đảo Kim Cương đầy đủ nội thất,[object Object],"Số 104-BTT, Quận 2",3,3,143,13 tỷ
https://rever.vn/mua/can-ho-vinhomes-central-park-day-du-noi-that-dien-tich-86-8m2,https://photo.rever.vn/v3/get/rv9ZwSvVebetTXDEnAV45AZcjaFa9i7zcKcU7uqNmgaezABpeljK5BaVCzFSEeuqjNbb2GhIO0CaXeHmRdeIXOVw==/750x500/image.jpg,Căn hộ Vinhomes Central Park đầy đủ nội thất diện tích 86.8m²,Căn hộ Vinhomes Central Park đầy đủ nội thất diện tích 86.8m²,[object Object],"Nguyễn Hữu Cảnh, Bình Thạnh",2,2,86.8,8.2 tỷ
https://rever.vn/mua/can-ho-3-phong-ngu-view-cong-vien-dien-tich-114-5m2,https://photo.rever.vn/v3/get/rvr4oOWx6_x8tUt+Qtbe2aQZK2yDc4l+shPxBRgPmRlugIqsNGa0rOnkLFXF0KhEgycNVkKgM_qNXBgPKQdEaQaQ==/750x500/image.jpg,Căn hộ 3 phòng ngủ view công viên diện tích 114.5m²,Căn hộ 3 phòng ngủ view công viên diện tích 114.5m²,[object Object],"Nguyễn Hữu Cảnh, Bình Thạnh",3,2,114.5,11 tỷ
https://rever.vn/mua/can-ho-vinhomes-central-park-huong-ban-cong-dong-bac-view-song,https://photo.rever.vn/v3/get/rv0fCkFKeT3q1tiTnxxF2eM2EDyjkPbZb2QRdh0L4wvJgBauCeCYRbj0Pij_Bk1J_2Yr65C6VlaECoBayt+4TA3w==/750x500/image.jpg,"Căn hộ Vinhomes Central Park hướng ban công đông bắc, view sông ","Căn hộ Vinhomes Central Park hướng ban công đông bắc, view sông ",[object Object],"Nguyễn Hữu Cảnh, Bình Thạnh",1,1,51.2,4.3 tỷ
https://rever.vn/mua/can-ho-precia-view-ho-boi-mat-me-noi-that-co-ban,https://photo.rever.vn/v3/get/rvuMThZyzUUplclyZURFc1vvGrNE0AQgG2eDbGQ0DFI6vIe1VpIJxFKtuKv816_X_tLWpbV5Xe1l+iPfbCs_SUaw==/750x500/image.jpg,"Căn hộ Precia  view hồ bơi mát mẻ, nội thất cơ bản.","Căn hộ Precia  view hồ bơi mát mẻ, nội thất cơ bản.",[object Object],"Nguyễn Thị Định, Quận 2",2,2,71,4.4 tỷ
https://rever.vn/mua/can-ho-diamond-island-dao-kim-cuong-day-du-noi-that-dien-tich-91-12m2,https://photo.rever.vn/v3/get/rvGa8DyJsRlKuvefZ0qEBw4r4DTD_FX_x5qXx9gitsc3U4LIyY0ebFzkgSJ4VYq1nV9m70we5u8uKlbKKahN9NSw==/750x500/image.jpg,Căn hộ Diamond Island - Đảo Kim Cương đầy đủ nội thất diện tích 91.12m²,Căn hộ Diamond Island - Đảo Kim Cương đầy đủ nội thất diện tích 91.12m²,[object Object],"Số 104-BTT, Quận 2",2,2,91.12,7.5 tỷ
https://rever.vn/mua/can-ho-hung-vuong-1-huong-ban-cong-nam-noi-that-co-ban-dien-tich-80m2,https://photo.rever.vn/v3/get/rviWvu4Fub7gReU0JS7LzU5uDKxeHqUA8Tgztt1Q7YcIQku5z21LCEEG5thp8QnZtVl_Lri73R5OwqFqL5xqFetQ==/750x500/image.jpg,Căn hộ Hưng Vượng 1 hướng ban công nam nội thất cơ bản diện tích 80m²,Căn hộ Hưng Vượng 1 hướng ban công nam nội thất cơ bản diện tích 80m²,[object Object],"Nguyễn Văn Linh, Quận 7",2,1,80,2.3 tỷ
https://rever.vn/mua/can-ho-chung-cu-hoang-quoc-viet-dien-tich-55m2,https://photo.rever.vn/v3/get/rvwBXIIYqHngfchlvtHK8yaSbdsdDgBCTmdUGOE7RvwJ_smm+Foj6ji2rk2XRG0XckJR0mK3SWA_8rXGX16ubvDw==/750x500/image.jpg,"Căn hộ Chung cư Hoàng Quốc Việt, diện tích 55m²","Căn hộ Chung cư Hoàng Quốc Việt, diện tích 55m²",[object Object],"Hoàng Quốc Việt, Quận 7",2,1,55,1.95 tỷ
https://rever.vn/mua/can-ho-the-sun-avenue-3-phong-ngu-dap-thanh-2-phong-ngu-noi-that-dep,https://photo.rever.vn/v3/get/rv9hxzL+1tZSN27WXaw1g0uKwPgtepTXqzMOMZGbnE_rlWO9Z1NO_5kzJx15nMomUCqS4VzU9WExIfIKLteJWLJQ==/750x500/image.jpg,Căn hộ The Sun Avenue 3 phòng ngủ đập thông thành 2 phòng ngủ nội thất siêu đẹp,Căn hộ The Sun Avenue 3 phòng ngủ đập thông thành 2 phòng ngủ nội thất siêu đẹp,[object Object],"Mai Chí Thọ, Quận 2",2,2,90,5.2 tỷ
https://rever.vn/mua/can-ho-sunrise-riverside-huong-tay-dien-tich-83-15m2,https://photo.rever.vn/photo/v3/get/rv4_wiHNzfiZLlViMM1ThNDKVpNCG_Lo7DBOLOz_M3CTijSYOtNuEdBVgR4uQ6tEP+qJ7K+uovEPRwdj2g8gN8Ag==/750x500/image.jpg,"Căn hộ Sunrise Riverside hướng Tây, diện tích 83.15m²","Căn hộ Sunrise Riverside hướng Tây, diện tích 83.15m²",[object Object],"Nguyễn Hữu Thọ, Nhà Bè",3,2,83.15,3.9 tỷ
https://rever.vn/mua/can-ho-d-lusso-khong-co-noi-that-dien-tich-68m2,https://photo.rever.vn/v3/get/rvr+DoPnrfbuu2D9BbOApOn1DToPMfcLzEIegQ1ZKCGrdHiNGwCXDQ+2zwfsHbd4cx27b_afnlpJoJTVlJOpgYlw==/750x500/image.jpg,Căn hộ D'Lusso không có nội thất diện tích 68m²,Căn hộ D'Lusso không có nội thất diện tích 68m²,[object Object],"Nguyễn Thị Định, Quận 2",2,2,68,4.15 tỷ
https://rever.vn/mua/can-ho-feliz-en-vista-dien-tich-132m2,https://photo.rever.vn/photo/v3/get/rvy0i4R3ZsWm2m9_7zldIY+dmcA6QdvLyHx4gIvzSPxTZcRKDH3AZjYKZuPVGec00Yvs01h8WT2qzJOl3kWnP4uA==/750x500/image.jpg,"Căn hộ Feliz en Vista, diện tích 132m²","Căn hộ Feliz en Vista, diện tích 132m²",[object Object],"Đồng Văn Cống, Quận 2",3,3,132,13 tỷ
https://rever.vn/mua/can-ho-2-phong-ngu-dien-tich-rong-day-du-tien-ich-tai-vinhomes-central-park-1,https://photo.rever.vn/v3/get/rvtsj5nvANv03trj48Fj6d8sAeJGNj8CJG+5ufQS0uqxgK4bEF3bwFztBx0dLRgMhb_1F3KsfBEMu185ODjL0WSg==/750x500/image.jpg,Căn hộ 2 phòng ngủ diện tích rộng đày đủ tiện ích tại Vinhomes Central Park,Căn hộ 2 phòng ngủ diện tích rộng đày đủ tiện ích tại Vinhomes Central Park,[object Object],"Nguyễn Hữu Cảnh, Bình Thạnh",2,2,86,6.5 tỷ
https://rever.vn/mua/cho-thue-can-ho-2-phong-ngu-empire-city,https://photo.rever.vn/photo/v3/get/rvJlVqSKHqgLo12rnasORTxzoqbH82fFbAM2DPkv79twqMalowup5Jp+S7la3BpCht_5craHCLD9UUaINDS1eoXg==/750x500/image.jpg,Căn hộ 2 phòng ngủ Empire City,Căn hộ 2 phòng ngủ Empire City,[object Object],"Mai Chí Thọ, Quận 2",2,2,98,13 tỷ
https://rever.vn/mua/can-ho-centana-thu-thiem-huong-dong-bac-dien-tich-64m2,https://photo.rever.vn/v3/get/rvGKDv3dXYgH2C7LhqXk8C2pzh7ztsaa8Xl_V0fw5tVnrsHGQ_sHAf8FPiXM+KolYaI8ePeLewA8pnH8RwuXcYrA==/750x500/image.jpg,"Căn hộ Centana Thủ Thiêm hướng Đông Bắc, diện tích 64m²","Căn hộ Centana Thủ Thiêm hướng Đông Bắc, diện tích 64m²",[object Object],"Mai Chí Thọ, Quận 2",2,2,64,3.1 tỷ
https://rever.vn/mua/can-ho-sieu-dep-the-sun-avenue-noi-that-day-du,https://photo.rever.vn/v3/get/iZipvaCvg7IO1JENtBsDRK8nAdtJlr_TyMuj5BcMuOk=/750x500/image.jpg,"Căn hộ siêu đẹp The Sun Avenue, nội thất đầy đủ","Căn hộ siêu đẹp The Sun Avenue, nội thất đầy đủ",[object Object],"Mai Chí Thọ, Quận 2",2,1,56,3.8 tỷ
https://rever.vn/mua/can-ho-feliz-en-vista-tang-30-thiet-ke-sang-trong-day-du-tien-ich,https://photo.rever.vn/v3/get/BXkQyktsGjN8H2PodFQyWZsfX+58mWnoM_jA5qUlCDg=/750x500/image.jpg,"Căn hộ Feliz En Vista tầng 30 thiết kế sang trọng, đầy đủ tiện ích.","Căn hộ Feliz En Vista tầng 30 thiết kế sang trọng, đầy đủ tiện ích.",[object Object],"Đồng Văn Cống, Quận 2",2,2,84.85,7 tỷ
https://rever.vn/mua/can-ho-vinhomes-grand-park-huong-ban-cong-tay-bac-day-du-noi-that-dien-tich-59-1m2,https://photo.rever.vn/v3/get/rvjHHeitBq2MEz8czp203NNdeZ5N9P8HxDrodZ9NxCW3deD7rZL_49InK+QEviUALAQeDZbD1vd8bHfZPZPMgGeg==/750x500/image.jpg,Căn hộ Vinhomes Grand Park hướng ban công tây bắc đầy đủ nội thất diện tích 59.1m²,Căn hộ Vinhomes Grand Park hướng ban công tây bắc đầy đủ nội thất diện tích 59.1m²,[object Object],"Nguyễn Xiển, Quận 9",2,2,59.1,2.89 tỷ
https://rever.vn/mua/ban-can-ho-4-phong-ngu-cuc-rong-quan-7,https://photo.rever.vn/photo/v3/get/rvZsR2ksM0JwrO0j0ie_omuwIaH9NW4KJr6Zx_92uOMLHAH676zkd_h8g4eQGLMgRWwfrdXPE5lFv8p0A9HqXhvA==/750x500/image.jpg,Bán căn hộ 4 phòng ngủ cực rộng Quận 7,Bán căn hộ 4 phòng ngủ cực rộng Quận 7,[object Object],"Nguyễn Văn Tưởng, Quận 7",4,3,188,10.5 tỷ
https://rever.vn/mua/can-ho-vinhomes-grand-park-huong-dong-bac-dien-tich-46-5m2-8,https://photo.rever.vn/v3/get/rvHzxRKpWjkBGvEP4AIM1CLYZGKTQeZWPtERv0SdrE12gsq8Iv1TfC5vZgIa9PUsONolGyTgSNAe7QYL3VnEbKeQ==/750x500/image.jpg,"Căn hộ Vinhomes Grand Park hướng Đông Bắc, diện tích 46.5m²","Căn hộ Vinhomes Grand Park hướng Đông Bắc, diện tích 46.5m²",[object Object],"Nguyễn Xiển, Quận 9",1,1,46.5,3 tỷ
https://rever.vn/mua/can-ho-masteri-thao-dien-day-du-noi-that-dien-tich-71-3m2,https://photo.rever.vn/v3/get/oNLFurxQ8z8SolG76_rVE4v2WRrAtrEebeHHUpBZ7ac=/750x500/image.jpg,Căn hộ Masteri Thảo Điền đầy đủ nội thất diện tích 71.3m²,Căn hộ Masteri Thảo Điền đầy đủ nội thất diện tích 71.3m²,[object Object],"Xa Lộ Hà Nội, Quận 2",2,2,71.3,5.95 tỷ
https://rever.vn/mua/can-ho-the-gold-view-huong-ban-cong-dong-nam-day-du-noi-that-dien-tich-77m2,https://photo.rever.vn/v3/get/rv7K1GUF+Ov0uGja2iC3u9GIqPswPFXRivu4OCBg38u4M0nSdcZX2DtPVqjR1NHCx98_y5kTAE5HvR463LmnFwmw==/750x500/image.jpg,Căn hộ The Gold View hướng ban công đông nam đầy đủ nội thất diện tích 77m².,Căn hộ The Gold View hướng ban công đông nam đầy đủ nội thất diện tích 77m².,[object Object],"Bến Vân Đồn, Quận 4",2,1,77,4.2 tỷ
https://rever.vn/mua/can-ho-riverside-residence-huong-ban-cong-dong-bac-day-du-noi-that-dien-tich-180m2,https://photo.rever.vn/v3/get/rvX66pSNo4MFIYfubD6SuwpM8zzus3F+yk4zeYlMaAhGgoQnQE3eLcrpXvyzIL2CRT8Mjx1ToU8OV4Q+80+zEyZQ==/750x500/image.jpg,"Căn hộ Riverside Residence hướng Đông Bắc, diện tích 180m²","Căn hộ Riverside Residence hướng Đông Bắc, diện tích 180m²",[object Object],"Nguyễn Lương Bằng, Quận 7",3,3,180,9.9 tỷ
https://rever.vn/mua/shop-house-phu-my-hung-midtown-huong-tay-bac-dien-tich-53m2,https://photo.rever.vn/v3/get/rvSRRcz0MJEK_S0sj9HuusBOP+mwXY6Z07V+NblQHSBuMsIwQENtDibFtvjT5pN7FLAX8A3rWJxR6PJb3kdvRuDw==/750x500/image.jpg,"Shop-house Phú Mỹ Hưng Midtown hướng Tây Bắc, diện tích 53m²","Shop-house Phú Mỹ Hưng Midtown hướng Tây Bắc, diện tích 53m²",[object Object],"Nguyễn Lương Bằng, Quận 7",1,1,53,5.3 tỷ
https://rever.vn/mua/can-ho-lavida-plus-tang-cao-view-dep-dien-tich-65-51m2-giao-dich-nhanh,https://photo.rever.vn/v3/get/dhWLFT_t_PS6DbYo4Qbgb37PWDpK8hEyJGhEMFDKx4Y=/750x500/image.jpg,"Căn hộ Lavida Plus hướng Đông Nam, diện tích 65.51m²","Căn hộ Lavida Plus hướng Đông Nam, diện tích 65.51m²",[object Object],"Nguyễn Hữu Thọ, Quận 7",2,2,65.51,3.2 tỷ
https://rever.vn/mua/can-ho-the-sun-avenue-huong-tay-nam-dien-tich-76m2,https://photo.rever.vn/v3/get/rvPNY4DTty5zrWLFWHjgEmRGvNaV4b+SYeG1FJge5sgFgHU_3VwGFIJ9RnACjqxLV9u7xveYTtyvfxiXxQRarteg==/750x500/image.jpg,"Căn hộ The Sun Avenue hướng Tây Nam, diện tích 76m²","Căn hộ The Sun Avenue hướng Tây Nam, diện tích 76m²",[object Object],"Mai Chí Thọ, Quận 2",3,2,90,5.15 tỷ
https://rever.vn/mua/can-ho-1ab-cao-thang-huong-ban-cong-tay-bac-khong-co-noi-that-dien-tich-50m2,https://photo.rever.vn/v3/get/rvgFbronRlnkCC9GuVsuLVYz2RP+QrdFoppV2U0dBDuLkMiNLXGrB6oWrM9Aunoh4is_EUppvoWWgTZ+YGJBRDkA==/750x500/image.jpg,Căn hộ 1AB Cao Thắng hướng ban công tây bắc không có nội thất diện tích 50m²,Căn hộ 1AB Cao Thắng hướng ban công tây bắc không có nội thất diện tích 50m²,[object Object],"Cao Thắng, Quận 3",2,1,50,3.3 tỷ
https://rever.vn/mua/ban-can-ho-2-phong-ngu-lavida-plus-tang-cao-dien-tich-65-51m2-khong-kem-noi-that,https://photo.rever.vn/v3/get/ZQc_9MlDtaGZyO6my1WoozYhlO_A9wqPbnbUvXd3OLM=/750x500/image.jpg,"Bán căn hộ 2 phòng ngủ Lavida Plus tầng cao, diện tích 65.51m2, không kèm nội thất.","Bán căn hộ 2 phòng ngủ Lavida Plus tầng cao, diện tích 65.51m2, không kèm nội thất.",[object Object],"Nguyễn Hữu Thọ, Quận 7",2,2,65.51,2.98 tỷ
https://rever.vn/mua/can-ho-q7-boulevard-ban-giao-noi-that-co-ban-tien-ich-da-dang,https://photo.rever.vn/v3/get/pOIrsAwK8+lUX30AK50Kfbd1IzLCIzwIOJ0yKF_7AC4=/750x500/image.jpg,"Căn hộ Q7 Boulevard hướng Đông, diện tích 57m²","Căn hộ Q7 Boulevard hướng Đông, diện tích 57m²",[object Object],"Nguyễn Lương Bằng, Quận 7",2,1,57,2.3 tỷ
https://rever.vn/mua/can-ho-palm-heights-day-du-noi-that-dien-tich-80m2,https://photo.rever.vn/v3/get/rvT5JrFJLeTb+Le2p2mp3hzFD8E6GZxM7nrlcyqut4gzZ2KSPEccJyxKD2Wr9W1UT3JT5ulAwrZOWnswHXpNfx1A==/750x500/image.jpg,Căn hộ Palm Heights đầy đủ nội thất diện tích 80m²,Căn hộ Palm Heights đầy đủ nội thất diện tích 80m²,[object Object],"Song Hành Cao Tốc HCM - LT - Dầu Giây, Quận 2",2,2,80,4.65 tỷ
https://rever.vn/mua/can-ho-sunrise-riverside-huong-ban-cong-tay-day-du-noi-that-dien-tich-70m2-5,https://photo.rever.vn/v3/get/rv+PLt6nWXoj3XupRSEHq7p_tb3fktWIhVXS1Za1JuE0Q63QOE2M2a2Uvc_QJYgkF4Cg_bvJjQqCTfqG3um73PVg==/750x500/image.jpg,Căn hộ Sunrise Riverside hướng ban công tây đầy đủ nội thất diện tích 70m²,Căn hộ Sunrise Riverside hướng ban công tây đầy đủ nội thất diện tích 70m²,[object Object],"Nguyễn Hữu Thọ, Nhà Bè",2,2,70,3.5 tỷ
https://rever.vn/mua/can-ho-lavida-plus-tang-26-dien-tich-74m2-ban-giao-tho-khong-noi-that,https://photo.rever.vn/v3/get/6dEbD4bKNIkWH8PrYCPWIHd8GPwWSrOtgp8A26C81b0=/750x500/image.jpg,"Căn hộ Lavida Plus tầng 26 diện tích 74m2, bàn giao thô không nội thất.","Căn hộ Lavida Plus tầng 26 diện tích 74m2, bàn giao thô không nội thất.",[object Object],"Nguyễn Hữu Thọ, Quận 7",2,2,74,3.55 tỷ
https://rever.vn/mua/can-ho-3pn-the-sun-avenue-phuong-an-phu-quan-2,https://photo.rever.vn/v3/get/UHN6av7tq4hVc6FX4gbnozxG58aYeehWykhbGGP6NLo=/750x500/image.jpg,Căn hộ 3PN The Sun Avenue - Phường An Phú Quận 2 ,Căn hộ 3PN The Sun Avenue - Phường An Phú Quận 2 ,[object Object],"Mai Chí Thọ, Quận 2",3,2,90,6.8 tỷ
https://rever.vn/mua/can-ho-the-sun-avenue-day-du-noi-that-dien-tich-76m2-6,https://photo.rever.vn/v3/get/rvTdDf13VqREYDNBzBuWbr9viergl00jW4vJhv0CIFLgqLEvrV4AsSMIhBR2LpupC7DP6HBYYMi1duM+mhS9dkNQ==/750x500/image.jpg,Căn hộ The Sun Avenue đầy đủ nội thất diện tích 76m²,Căn hộ The Sun Avenue đầy đủ nội thất diện tích 76m²,[object Object],"Mai Chí Thọ, Quận 2",2,2,76,4.1 tỷ
https://rever.vn/mua/officetel-du-noi-that-cho-doanh-nghiep-su-dung,https://photo.rever.vn/v3/get/rvCPtvEyc1tVhxjZ23juS89DuJaTXLA2+GVBQd7hsac99m3giU21RpGdnlS3gzwaZd8jfSn72i1FyRI5nnfAJxvQ==/750x500/image.jpg,Officetel đập thông đầy đủ nội thất xịn cho doanh nghiệp sử dụng,Officetel đập thông đầy đủ nội thất xịn cho doanh nghiệp sử dụng,[object Object],"Mai Chí Thọ, Quận 2",1,1,80,4.4 tỷ
https://rever.vn/mua/can-ho-view-noi-khu-yen-tinh-the-sun-avenue-tang-3-noi-that-co-ban,https://photo.rever.vn/photo/v3/get/rvVwnXaKXMuzf8FHrCnA5T3TDvfunuRUtuQkWxBMTH8R_JaUw9VypDayXtLCUZVzyeveCqrGhOZAcvFMq_YscG6g==/750x500/image.jpg,"Căn hộ view nội khu yên tĩnh The Sun Avenue tầng 3, nội thất cơ bản.","Căn hộ view nội khu yên tĩnh The Sun Avenue tầng 3, nội thất cơ bản.",[object Object],"Mai Chí Thọ, Quận 2",1,1,41,2.3 tỷ
https://rever.vn/mua/can-ban-can-2pn-dao-kim-cuong-diamond-island,https://photo.rever.vn/v3/get/rv3QGrHWbf1zfNQFAJel6bqaqhKIgfhp5b8dLN7kL1pZfiirl5F5sftiQkwevVvxBQCsUcjfZJ1HiPAr1O8xt3cg==/750x500/image.jpg,Cần bán căn 2PN Đảo Kim Cương - Diamond Island,Cần bán căn 2PN Đảo Kim Cương - Diamond Island,[object Object],"Số 104-BTT, Quận 2",2,2,86.88,6.9 tỷ
https://rever.vn/mua/can-ho-d-lusso-co-2-phong-ngu-ban-giao-noi-that-co-ban,https://photo.rever.vn/v3/get/rvIBAUTh_kG8ow4ImoH_Y7LZ80euuv01bXM6MeLjqnMkD6N_jliDaDhA1qTt_jRhZ_nbIash04ox1F_X7Scbty8w==/750x500/image.jpg,"Căn hộ D'Lusso có 2 phòng ngủ, bàn giao nội thất cơ bản.","Căn hộ D'Lusso có 2 phòng ngủ, bàn giao nội thất cơ bản.",[object Object],"Nguyễn Thị Định, Quận 2",2,2,68,4.5 tỷ
https://rever.vn/mua/can-ho-d-lusso-ban-cong-rong-rai-view-don-gio-mat-me,https://photo.rever.vn/v3/get/rvUEhN7pFt35mMDlgOo0oMc3W7bPP979lZNS1Cz2YLAqHIqOiL219YX1ful5G5dvvuX0c2kAJdzQgD9QM8alwsnw==/750x500/image.jpg,"Căn hộ D'Lusso ban công rộng rãi, view đón gió mát mẻ.","Căn hộ D'Lusso ban công rộng rãi, view đón gió mát mẻ.",[object Object],"Nguyễn Thị Định, Quận 2",2,2,68,5.2 tỷ
https://rever.vn/mua/can-ho-chung-cu-an-loc-noi-that-moi-sieu-dep-co-so-hong,https://photo.rever.vn/v3/get/rvJG7DPlyl2dC_l2pyXsIZWF+cCZmPBWej5nEJbJ9LpUocqm0zmF8Bviay6xkSq7FRNnSmbQhyrhx_3oostIVXVg==/750x500/image.jpg,"Căn hộ Chung cư An Lộc nội thất mới siêu đẹp, có sổ hồng","Căn hộ Chung cư An Lộc nội thất mới siêu đẹp, có sổ hồng",[object Object],"Vũ Tông Phan, Quận 2",1,1,52,2.25 tỷ
https://rever.vn/mua/can-ho-chung-cu-364-vo-van-kiet-khong-co-noi-that-dien-tich-75-71m2,https://photo.rever.vn/v3/get/rvFWulJl+BUbfEWYfS+mXScP6gZCItz1TN7tyR8wLbF3meJrQod0iG2VAjc45TvdnJ7RzVYXCU9ewHyCJPjQcsLA==/750x500/image.jpg,Căn hộ Chung cư 364 Võ Văn Kiệt không có nội thất diện tích 75.71m²,Căn hộ Chung cư 364 Võ Văn Kiệt không có nội thất diện tích 75.71m²,[object Object],"Võ Văn Kiệt, Quận 1",2,1,75.71,3.3 tỷ
https://rever.vn/mua/can-ho-2pn-vinhomes-central-park-huong-tay-dien-tich-90-3m2,https://photo.rever.vn/v3/get/rvHrdhZt60RM2hdi37Saxa2OqGjiV7d577Knzj3FME4pI_s1kFsT067BeG0tq8AahslUiNqomwYr1vr0SNFFyXgg==/750x500/image.jpg,"Căn hộ 2pn Vinhomes Central Park hướng Tây, diện tích 90.3m²","Căn hộ 2pn Vinhomes Central Park hướng Tây, diện tích 90.3m²",[object Object],"Nguyễn Hữu Cảnh, Bình Thạnh",2,2,90.3,8.2 tỷ
https://rever.vn/mua/can-ho-the-sun-avenue-day-du-noi-that-dien-tich-109m2-1,https://photo.rever.vn/v3/get/rvvyetxTXudIJEKVXuJZrbAMTOFA+EH_8nuxV720qLCHKecX1caOzcIL8I3d8NJsojwIEJS3hmVB1zF_yl4ioNVg==/750x500/image.jpg,Căn hộ The Sun Avenue đầy đủ nội thất diện tích 109m²,Căn hộ The Sun Avenue đầy đủ nội thất diện tích 109m²,[object Object],"Mai Chí Thọ, Quận 2",3,2,109,6.9 tỷ
https://rever.vn/mua/can-ho-3-phong-ngu-view-thanh-pho-du-an-vinhomes-central-park,https://photo.rever.vn/v3/get/rvDmm626w1AnYoaR7oxrfg9ivmsY3J0r8ggqsZLxnqQ2LfzoVnidCkl_QTaonkXn3ufMrU3UYzSNQBEUTtvrT1Jg==/750x500/image.jpg,Căn hộ 3 phòng ngủ view thành phố dự án Vinhomes Central Park ,Căn hộ 3 phòng ngủ view thành phố dự án Vinhomes Central Park ,[object Object],"Nguyễn Hữu Cảnh, Bình Thạnh",3,2,108.7,9.2 tỷ
https://rever.vn/mua/can-ho-opal-saigon-pearl-huong-dong-nam-dien-tich-136m2,https://photo.rever.vn/v3/get/rv25FeeDHxw0ex++N5o0jE3ajXCx2MRF4qD+fblK4Gx5gJrEK2OnyXtEdxko6lMEzrVfaIsq4V6ltdfngHMj+8Vg==/750x500/image.jpg,"Căn hộ Opal Saigon Pearl hướng Đông Nam, diện tích 136m²","Căn hộ Opal Saigon Pearl hướng Đông Nam, diện tích 136m²",[object Object],"Nguyễn Hữu Cảnh, Bình Thạnh",3,3,136,15 tỷ
https://rever.vn/mua/can-ho-sunwah-pearl-huong-ban-cong-tay-nam-day-du-noi-that-dien-tich-105m2,https://photo.rever.vn/v3/get/rvy46sV6_XLF8L6JtGlLwLHRv_+vOhtKCKqPtzz3hVF7IwHHV_JHO27DeIQevODc5SnCO29a9vY5I1_d2f6SRQXQ==/750x500/image.jpg,Căn hộ Sunwah Pearl hướng ban công tây nam đầy đủ nội thất diện tích 105m²,Căn hộ Sunwah Pearl hướng ban công tây nam đầy đủ nội thất diện tích 105m²,[object Object],"Nguyễn Hữu Cảnh, Bình Thạnh",2,2,105,12 tỷ
https://rever.vn/mua/can-ho-2-phong-ngu-day-du-tien-ich-tai-vinhomes-central-park-1,https://photo.rever.vn/v3/get/rvY5CQrRxn0kIbOLW06fWuabrmvdnTkSEZWELfuozuIDcZTec112Lubug45s3HW5LmtC9UlFjsiHiZv3fqMIO9_Q==/750x500/image.jpg,Căn hộ 2 phòng ngủ đầy đủ tiện ích tại Vinhomes Central Park,Căn hộ 2 phòng ngủ đầy đủ tiện ích tại Vinhomes Central Park,[object Object],"Nguyễn Hữu Cảnh, Bình Thạnh",2,2,82.8,6 tỷ
https://rever.vn/mua/can-ho-the-river-thu-thiem-huong-ban-cong-dong-bac-nha-tho-dien-tich-293m2,https://photo.rever.vn/v3/get/rv1c_WF_JrDluXHPgCnrVDZXaGkhTYjzabQ0Z9c5oAdXcX_4x__sGJOuX5Vs91owH1xM+P8jBzQNNjv1dEQB15RQ==/750x500/image.jpg,Căn hộ The River Thủ Thiêm hướng ban công đông bắc nhà thô diện tích 293m²,Căn hộ The River Thủ Thiêm hướng ban công đông bắc nhà thô diện tích 293m²,[object Object],"Lương Định Của, Quận 2",3,4,293,79 tỷ
https://rever.vn/mua/can-ho-eco-green-saigon-day-du-noi-that-dien-tich-67m2,https://photo.rever.vn/v3/get/rv9LK+NTTm0+e5nVOzwswCLuTXVtn_6C3dIlARzWz05LSPFBfTAcyfK3xgE1XStFLzSqkyX4pGAzsDyhsZZVSMpQ==/750x500/image.jpg,Căn hộ Eco Green Saigon đầy đủ nội thất diện tích 67m²,Căn hộ Eco Green Saigon đầy đủ nội thất diện tích 67m²,[object Object],"Nguyễn Văn Linh, Quận 7",2,2,67,4.3 tỷ
https://rever.vn/mua/can-ho-citihome-day-du-noi-that-dien-tich-61m2,https://photo.rever.vn/v3/get/rvGTWFlGLqih7gbTbCdDO6jUWdQw9k05driWOyW_9FBHO5voLUTcdgxWnj6viqXJsiweThS0WuwnvUazA84qLvOA==/750x500/image.jpg,Căn hộ CitiHome đầy đủ nội thất diện tích 61m²,Căn hộ CitiHome đầy đủ nội thất diện tích 61m²,[object Object],"Số 8, Quận 2",2,2,61,1.85 tỷ
https://rever.vn/mua/can-ho-eco-green-saigon-huong-ban-cong-tay-nam-day-du-noi-that-dien-tich-60-7m2,https://photo.rever.vn/v3/get/rvJa4P9ZAtihT4PaNkYdrJFMC6+kIBk+O7I+mT_Hn2Y8P1EnTRM9XeVTQriEXo4jTeZxwxFPOL4EgAyaRrlghSPA==/750x500/image.jpg,Căn hộ Eco Green Saigon hướng ban công tây nam đầy đủ nội thất diện tích 60.7m²,Căn hộ Eco Green Saigon hướng ban công tây nam đầy đủ nội thất diện tích 60.7m²,[object Object],"Nguyễn Văn Linh, Quận 7",2,2,60.7,4 tỷ
